0.6 0.3 7.77777777777778
1.1 0.3 2.99340321773425
1.6 0.3 0.437164165450274
2.1 0.3 -0.168415022501642
2.6 0.3 -0.291231756138317
3.1 0.3 -0.410234150616596
3.6 0.3 -0.456894001619499
4.1 0.3 -0.468520949033837
4.6 0.3 -0.480804478401371
5.1 0.3 -0.485863265271479
5.6 0.3 -0.487118884751691
6.1 0.3 -0.488413497045488
6.6 0.3 -0.488920627516421
7.1 0.3 -0.48904084198668
7.6 0.3 -0.489160012576654
8.1 0.3 -0.489204277135849
8.6 0.3 -0.48921437073696
9.1 0.3 -0.489224088542678
9.6 0.3 -0.489227565466967
10.1 0.3 -0.489228337557276
10.6 0.3 -0.489229066381186
11.1 0.3 -0.489229320575127
11.6 0.3 -0.489229375994767
12.1 0.3 -0.489229427590095
12.6 0.3 -0.48922944525988
13.1 0.3 -0.489229449061067
13.6 0.3 -0.489229452563982
14.1 0.3 -0.489229453747319
14.6 0.3 -0.489229453999302
15.1 0.3 -0.489229454229693
15.6 0.3 -0.489229454306698
16.1 0.3 -0.489229454322965
16.6 0.3 -0.489229454337744
17.1 0.3 -0.489229454342644
17.6 0.3 -0.48922945434367
18.1 0.3 -0.4892294543446
18.6 0.3 -0.489229454344906
19.1 0.3 -0.48922945434497
19.6 0.3 -0.489229454345026
