0.1 8 0.0025 0.01 -0.501842976020801
0.1 8 0.005 0.01 -0.501845050999032
0.1 8 0.0075 0.01 -0.501846225466672
0.1 8 0.01 0.01 -0.501845129792718
0.1 8 0.0125 0.01 -0.501845336085032
0.1 8 0.015 0.01 -0.501847849234361
0.1 8 0.0175 0.01 -0.501843345395967
0.1 8 0.02 0.01 -0.501846040250229
0.1 8 0.0225 0.01 -0.501848340064112
0.1 8 0.025 0.01 -0.501846377198567
0.1 8 0.0275 0.01 -0.501844059087027
0.1 8 0.03 0.01 -0.501846378322478
0.1 8 0.0325 0.01 -0.50184769576444
0.1 8 0.035 0.01 -0.501846329372864
0.1 8 0.0375 0.01 -0.50184396975294
0.1 8 0.04 0.01 -0.501847682353553
0.1 8 0.0425 0.01 -0.501846232815187
0.1 8 0.045 0.01 -0.501846311513639
0.1 8 0.0475 0.01 -0.5018463973668
0.1 8 0.05 0.01 -0.501846473143135
0.1 8 0.0525 0.01 -0.501844108832102
0.1 8 0.055 0.01 -0.50184938047443
0.1 8 0.0575 0.01 -0.501846160753495
0.1 8 0.06 0.01 -0.501846197974736
0.1 8 0.0625 0.01 -0.501846234615767
0.1 8 0.065 0.01 -0.501846275167517
0.1 8 0.0675 0.01 -0.501846309732357
0.1 8 0.07 0.01 -0.501846343779069
0.1 8 0.0725 0.01 -0.501846376000179
0.1 8 0.075 0.01 -0.501846408403678
